cloud,log_sigma_gas,log_sigma_sfr
Perseus,2.7833,1.6566
Perseus,2.7852,1.6566
Perseus,2.7871,1.6566
Perseus,2.789,1.6515
Perseus,2.7908,1.649
Perseus,2.7927,1.649
Perseus,2.7946,1.6566
Perseus,2.7965,1.6591
Perseus,2.7984,1.6616
Perseus,2.8002,1.6667
Perseus,2.8021,1.6717
Perseus,2.804,1.6742
Perseus,2.8059,1.6793
Perseus,2.8078,1.6818
Perseus,2.8115,1.6869
Perseus,2.8134,1.6869
Perseus,2.8153,1.6793
Perseus,2.8397,1.7121
Perseus,2.8416,1.7172
Perseus,2.8435,1.7222
Perseus,2.8454,1.7222
Perseus,2.8472,1.7222
Perseus,2.8491,1.7172
Perseus,2.851,1.7172
Perseus,2.8529,1.7222
Perseus,2.8548,1.7298
Perseus,2.8566,1.7348
Perseus,2.8585,1.7374
Perseus,2.8604,1.7424
Perseus,2.8623,1.75
Perseus,2.8642,1.7525
Perseus,2.866,1.7551
Perseus,2.8679,1.7601
Perseus,2.8698,1.7652
Perseus,2.8717,1.7702
Perseus,2.8736,1.7727
Perseus,2.8754,1.7727
Perseus,2.8773,1.7778
Perseus,2.8792,1.7854
Perseus,2.8811,1.7828
Perseus,2.883,1.7778
Perseus,2.8848,1.7929
Perseus,2.8867,1.7929
Perseus,2.9112,1.8157
Perseus,2.913,1.8157
Perseus,2.9149,1.803
Perseus,2.9168,1.8056
Perseus,2.9187,1.8056
Perseus,2.9206,1.8131
Perseus,2.9224,1.8131
Perseus,2.9243,1.8081
Perseus,2.9262,1.8131
Perseus,2.9318,1.8485
Perseus,2.9582,1.9091
Perseus,2.96,1.904
Perseus,2.9713,1.9066
Perseus,2.9732,1.9167
Perseus,2.9751,1.9242
Perseus,2.977,1.9242
Perseus,2.9788,1.9242
Perseus,2.9807,1.9268
Perseus,2.9826,1.9318
Perseus,2.9845,1.9369
Perseus,2.9864,1.9394
Perseus,2.9882,1.9394
Perseus,2.9901,1.9394
Perseus,2.992,1.9444
Perseus,2.9939,1.947
Perseus,2.9958,1.952
Perseus,2.9976,1.9571
Perseus,2.9995,1.9596
Perseus,3.0014,1.9646
Perseus,3.0033,1.9646
Perseus,3.0071,1.9697
Perseus,3.0089,1.9798
Perseus,3.0108,1.9899
Perseus,3.0127,1.9848
Perseus,3.0146,1.9949
Perseus,3.0165,2.0051
Perseus,3.0183,2.0051
Perseus,3.0202,2.0
Perseus,3.0221,1.9975
Perseus,3.0296,1.9571
Perseus,3.0409,1.9444
Perseus,3.0428,1.947
Perseus,3.0447,1.9495
Perseus,3.0465,1.9545
Perseus,3.0484,1.9596
Perseus,3.0522,1.9899
Perseus,3.0541,1.9899
Perseus,3.0616,1.9672
Perseus,3.0635,1.9596
Perseus,3.0653,1.9672
Perseus,3.0672,1.9672
Perseus,3.0691,1.9697
Perseus,3.071,1.9747
Perseus,3.0729,1.9823
Perseus,3.0747,1.9874
Perseus,3.0766,1.9899
Perseus,3.0785,1.9874
Perseus,3.0804,1.9924
Perseus,3.0823,1.9798
Perseus,3.0841,1.9747
Perseus,3.0879,2.0051
Perseus,3.0898,2.0126
Perseus,3.0917,2.0202
Perseus,3.0935,2.0253
Perseus,3.0954,2.0303
Perseus,3.0973,2.0354
Perseus,3.0992,2.0354
Perseus,3.1011,2.0354
Perseus,3.1029,2.0303
Perseus,3.1048,2.0303
Perseus,3.1067,2.0227
Perseus,3.1086,2.0152
Perseus,3.1105,2.0253
Perseus,3.1123,2.0177
Perseus,3.1142,2.0152
Perseus,3.1161,2.0227
Perseus,3.118,2.0303
Perseus,3.1199,2.0354
Perseus,3.1274,2.0404
Perseus,3.1293,2.0404
Perseus,3.1311,2.0455
Perseus,3.133,2.0556
Orion-B,2.1159,-0.0429
Orion-B,2.1177,-0.0429
Orion-B,2.1196,-0.0379
Orion-B,2.1234,-0.0253
Orion-B,2.1253,-0.0354
Orion-B,2.1271,-0.0227
Orion-B,2.129,-0.0101
Orion-B,2.1309,-0.0126
Orion-B,2.1347,-0.0076
Orion-B,2.1365,-0.0025
Orion-B,2.1384,0.0025
Orion-B,2.1403,0.0152
Orion-B,2.1441,0.0126
Orion-B,2.1459,0.0177
Orion-B,2.1478,0.0227
Orion-B,2.1516,0.0354
Orion-B,2.1553,0.0379
Orion-B,2.1572,0.0505
Orion-B,2.1591,0.048
Orion-B,2.1629,0.053
Orion-B,2.1647,0.0581
Orion-B,2.1666,0.0631
Orion-B,2.1685,0.0758
Orion-B,2.1704,0.0606
Orion-B,2.1723,0.0732
Orion-B,2.1741,0.0783
Orion-B,2.1779,0.0833
Orion-B,2.1798,0.0884
Orion-B,2.1817,0.0934
Orion-B,2.1854,0.0909
Orion-B,2.1873,0.1035
Orion-B,2.1892,0.1086
Orion-B,2.1929,0.1136
Orion-B,2.1948,0.1263
Orion-B,2.1967,0.1237
Orion-B,2.2005,0.1288
Orion-B,2.2024,0.1414
Orion-B,2.2042,0.1465
Orion-B,2.208,0.1439
Orion-B,2.2099,0.1566
Orion-B,2.2118,0.1465
Orion-B,2.2155,0.1591
Orion-B,2.2174,0.1641
Orion-B,2.2193,0.1692
Orion-B,2.2212,0.1818
Orion-B,2.223,0.1869
Orion-B,2.2249,0.1818
Orion-B,2.2268,0.1768
Orion-B,2.2287,0.197
Orion-B,2.2306,0.1869
Orion-B,2.2324,0.1995
Orion-B,2.2343,0.2121
Orion-B,2.2362,0.202
Orion-B,2.2381,0.2222
Orion-B,2.24,0.2071
Orion-B,2.2418,0.2197
Orion-B,2.2437,0.2172
Orion-B,2.2456,0.2298
Orion-B,2.2475,0.2424
Orion-B,2.2494,0.2323
Orion-B,2.2531,0.2449
Orion-B,2.255,0.25
Orion-B,2.2569,0.2551
Orion-B,2.2606,0.2601
Orion-B,2.2625,0.2727
Orion-B,2.2644,0.2702
Orion-B,2.2682,0.2753
Orion-B,2.2719,0.2879
Orion-B,2.2757,0.2904
Orion-B,2.2794,0.2955
Orion-B,2.2813,0.3005
Orion-B,2.2832,0.3056
Orion-B,2.287,0.3106
Orion-B,2.2888,0.3157
Orion-B,2.2907,0.3207
Orion-B,2.2945,0.3258
Orion-B,2.2964,0.3308
Orion-B,2.2982,0.3359
Orion-B,2.302,0.3485
Orion-B,2.3039,0.3384
Orion-B,2.3058,0.351
Orion-B,2.3095,0.3586
Orion-B,2.3133,0.3662
Orion-B,2.3152,0.3788
Orion-B,2.317,0.3687
Orion-B,2.3208,0.3813
Orion-B,2.3227,0.3864
Orion-B,2.3246,0.3889
Orion-B,2.3264,0.3914
Orion-B,2.3283,0.399
Orion-B,2.3302,0.3889
Orion-B,2.3321,0.3889
Orion-B,2.334,0.404
Orion-B,2.3377,0.3939
Orion-B,2.3396,0.404
Orion-B,2.3415,0.4066
Orion-B,2.3434,0.4141
Orion-B,2.3452,0.404
Orion-B,2.3471,0.404
Orion-B,2.349,0.4116
Orion-B,2.3509,0.4192
Orion-B,2.3528,0.4091
Orion-B,2.3546,0.4167
Orion-B,2.3565,0.4217
Orion-B,2.3603,0.4192
Orion-B,2.3622,0.4318
Orion-B,2.364,0.4369
Orion-B,2.3659,0.4419
Orion-B,2.3697,0.447
Orion-B,2.3716,0.4444
Orion-B,2.3734,0.4571
Orion-B,2.3753,0.4697
Orion-B,2.3772,0.4596
Orion-B,2.381,0.4722
Orion-B,2.3828,0.4773
Orion-B,2.3847,0.4823
Orion-B,2.3866,0.4949
Orion-B,2.3904,0.4949
Orion-B,2.3941,0.4949
Orion-B,2.396,0.5076
Orion-B,2.3979,0.5051
Orion-B,2.3998,0.5177
Orion-B,2.4016,0.5303
Orion-B,2.4035,0.5202
Orion-B,2.4054,0.5404
Orion-B,2.4073,0.5253
Orion-B,2.4092,0.5404
Orion-B,2.411,0.5354
Orion-B,2.4129,0.5404
Orion-B,2.4148,0.553
Orion-B,2.4167,0.5581
Orion-B,2.4204,0.5631
Orion-B,2.4223,0.5
Orion-B,2.4242,0.5606
Orion-B,2.4261,0.5379
Orion-B,2.428,0.5783
Orion-B,2.4317,0.5833
Orion-B,2.4336,0.5884
Orion-B,2.4374,0.5934
Orion-B,2.4411,0.601
Orion-B,2.4449,0.6086
Orion-B,2.4468,0.6212
Orion-B,2.4486,0.6187
Orion-B,2.4524,0.6162
Orion-B,2.4543,0.6288
Orion-B,2.4562,0.6338
Orion-B,2.458,0.6389
Orion-B,2.4618,0.6439
Orion-B,2.4637,0.6414
Orion-B,2.4656,0.654
Orion-B,2.4693,0.6667
Orion-B,2.4712,0.6566
Orion-B,2.4731,0.6692
Orion-B,2.4769,0.6818
Orion-B,2.4787,0.6717
Orion-B,2.4806,0.6843
Orion-B,2.4844,0.697
Orion-B,2.4863,0.6869
Orion-B,2.4881,0.6995
Orion-B,2.49,0.7121
Orion-B,2.4919,0.7121
Orion-B,2.4957,0.7146
Orion-B,2.4975,0.7273
Orion-B,2.4994,0.7172
Orion-B,2.5032,0.7298
Orion-B,2.5051,0.7348
Orion-B,2.5069,0.7399
Orion-B,2.5088,0.7525
Orion-B,2.5107,0.7576
Orion-B,2.5126,0.7525
Orion-B,2.5145,0.7677
Orion-B,2.5163,0.7525
Orion-B,2.5182,0.7677
Orion-B,2.5201,0.7626
Orion-B,2.522,0.7677
Orion-B,2.5239,0.7879
Orion-B,2.5257,0.7778
Orion-B,2.5276,0.7904
Orion-B,2.5295,0.803
Orion-B,2.5314,0.7929
Orion-B,2.5333,0.8056
Orion-B,2.5351,0.8182
Orion-B,2.537,0.8157
Orion-B,2.5389,0.8207
Orion-B,2.5408,0.8333
Orion-B,2.5427,0.8232
Orion-B,2.5445,0.8434
Orion-B,2.5464,0.8485
Orion-B,2.5483,0.8434
Orion-B,2.5502,0.8586
Orion-B,2.5521,0.8434
Orion-B,2.5539,0.8586
Orion-B,2.5558,0.8737
Orion-B,2.5577,0.8586
Orion-B,2.5596,0.8737
Orion-B,2.5615,0.8687
Orion-B,2.5633,0.8737
Orion-B,2.5652,0.8939
Orion-B,2.5671,0.8838
Orion-B,2.569,0.8965
Orion-B,2.5709,0.9091
Orion-B,2.5727,0.899
Orion-B,2.5746,0.9116
Orion-B,2.5765,0.9242
Orion-B,2.5784,0.9217
Orion-B,2.5821,0.9268
Orion-B,2.5859,0.9318
Orion-B,2.5878,0.9394
Orion-B,2.5915,0.9495
Orion-B,2.5934,0.9394
Orion-B,2.5953,0.9545
Orion-B,2.5972,0.9545
Orion-B,2.5991,0.9596
Orion-B,2.6028,0.9672
Orion-B,2.6047,0.9722
Orion-B,2.6066,0.9798
Orion-B,2.6085,0.9798
Orion-B,2.6103,0.9848
Orion-B,2.6216,0.9848
Orion-B,2.6235,0.9848
Orion-B,2.6254,0.9924
Orion-B,2.6273,0.9949
Orion-B,2.6291,1.0
Orion-B,2.631,1.0101
Orion-B,2.6329,1.0051
Orion-B,2.6348,1.0152
Orion-B,2.6385,1.0202
Orion-B,2.6423,1.0354
Orion-B,2.6442,1.0303
Orion-B,2.6461,1.0354
Orion-B,2.6479,1.0429
Orion-B,2.6498,1.0505
Orion-B,2.6517,1.0505
Orion-B,2.6536,1.0505
Orion-B,2.6555,1.0581
Orion-B,2.6592,1.0682
Orion-B,2.6611,1.0707
Orion-B,2.663,1.0758
Orion-B,2.6649,1.0808
Orion-B,2.6667,1.0859
Orion-B,2.6686,1.0909
Orion-B,2.6705,1.096
Orion-B,2.6724,1.101
Orion-B,2.6743,1.1061
Orion-B,2.6761,1.1111
Orion-B,2.7288,1.2273
Orion-B,2.7307,1.2323
Orion-B,2.7363,1.2424
Orion-B,2.7382,1.2475
Orion-B,2.7438,1.2576
Orion-B,2.7457,1.2626
Orion-B,2.7495,1.2677
Orion-B,2.7514,1.2727
Orion-B,2.7664,1.3308
Orion-B,2.7683,1.3359
Orion-B,2.772,1.3384
Orion-B,2.7739,1.3535
Orion-B,2.7758,1.3535
Orion-B,2.7777,1.3636
Orion-B,2.7796,1.3535
Orion-B,2.7814,1.2399
Orion-B,2.7833,1.3586
Orion-B,2.7852,1.3636
Orion-B,2.7871,1.3687
Orion-B,2.789,1.2475
Orion-B,2.7908,1.3788
Orion-B,2.7927,1.3838
Orion-B,2.7946,1.2576
Orion-B,2.7965,1.3939
Orion-B,2.7984,1.3914
Orion-B,2.8002,1.3939
Orion-B,2.8021,1.1313
Orion-B,2.8059,1.4066
Orion-B,2.8078,1.2753
Orion-B,2.8115,1.2803
Orion-B,2.8153,1.1515
Orion-B,2.8172,1.1515
Orion-B,2.819,1.1566
Orion-B,2.8209,1.1566
Orion-B,2.8247,1.1616
Orion-B,2.8266,1.1616
Orion-B,2.8284,1.3056
Orion-B,2.8303,1.1717
Orion-B,2.8322,1.1717
Orion-B,2.8341,1.4545
Orion-B,2.836,1.4697
Orion-B,2.8397,1.4697
Orion-B,2.8416,1.4697
Orion-B,2.8472,1.1818
Orion-B,2.8491,1.1869
Orion-B,2.851,1.1869
Orion-B,2.8529,1.1919
Orion-B,2.8566,1.197
Orion-B,2.8585,1.197
Orion-B,2.8604,1.2071
Orion-B,2.866,1.2172
Orion-B,2.8679,1.2172
Orion-B,2.8698,1.2222
Orion-B,2.8717,1.2273
Orion-B,2.8736,1.2273
Orion-B,2.8811,1.5101
Orion-B,2.883,1.2475
Orion-B,2.8848,1.5152
Orion-B,2.8867,1.3939
Orion-B,2.8886,1.5202
Orion-B,2.8905,1.5354
Orion-B,2.8942,1.5354
Orion-B,2.8961,1.5404
Orion-B,2.898,1.5429
Orion-B,2.8999,1.5505
Orion-B,2.9036,1.5455
Orion-B,2.9055,1.548
Orion-B,2.9074,1.5303
Orion-B,2.9093,1.5328
Orion-B,2.9112,1.5253
Orion-B,2.913,1.5303
Orion-B,2.9149,1.5303
Orion-B,2.9168,1.4116
Orion-B,2.9187,1.2778
Orion-B,2.9206,1.5354
Orion-B,2.9224,1.5354
Orion-B,2.9243,1.5455
Orion-B,2.9262,1.5505
Orion-B,2.93,1.5581
Orion-B,2.9318,1.5429
Orion-B,2.9337,1.5455
Orion-B,2.9356,1.5278
Orion-B,2.9375,1.5303
Orion-B,2.9394,1.5126
Orion-B,2.9412,1.5152
Orion-B,2.9431,1.4167
Orion-B,2.945,1.5101
Orion-B,2.9469,1.3182
Orion-B,2.9488,1.5101
Orion-B,2.9506,1.4167
Orion-B,2.9525,1.5455
Orion-B,2.9544,1.5303
Orion-B,2.9563,1.5606
Orion-B,2.9582,1.5455
Orion-B,2.96,1.4419
Orion-B,2.9619,1.5606
Orion-B,2.9638,1.5783
Orion-B,2.9657,1.5859
Orion-B,2.9676,1.601
Orion-B,2.9694,1.5909
Orion-B,2.9713,1.596
Orion-B,2.9732,1.3636
Orion-B,2.9751,1.4798
Orion-B,2.977,1.6162
Orion-B,2.9788,1.6061
Orion-B,2.9807,1.6212
Orion-B,2.9826,1.6212
Orion-B,2.9845,1.6263
Orion-B,2.9864,1.6364
Orion-B,2.9882,1.6364
Orion-B,2.9901,1.6364
Orion-B,2.992,1.6338
Orion-B,2.9939,1.5051
Orion-B,2.9958,1.3939
Orion-B,2.9976,1.3939
Orion-B,2.9995,1.6313
Orion-B,3.0014,1.5303
Orion-B,3.0033,1.6566
Orion-B,3.0052,1.5379
Orion-B,3.0071,1.5455
Orion-B,3.0089,1.5404
Orion-B,3.0108,1.6768
Orion-B,3.0127,1.6919
Orion-B,3.0146,1.6768
Orion-B,3.0165,1.6591
Orion-B,3.0183,1.6667
Orion-B,3.0202,1.6692
Orion-B,3.0221,1.6414
Orion-B,3.024,1.6389
Orion-B,3.0259,1.6465
Orion-B,3.0277,1.6616
Orion-B,3.0296,1.6515
Orion-B,3.0315,1.6566
Orion-B,3.0334,1.6616
Orion-B,3.0353,1.6818
Orion-B,3.0371,1.6768
Orion-B,3.039,1.7071
Orion-B,3.0409,1.702
Orion-B,3.0428,1.7071
Orion-B,3.0447,1.697
Orion-B,3.0465,1.7071
Orion-B,3.0484,1.6818
Orion-B,3.0503,1.6869
Orion-B,3.0522,1.5859
Orion-B,3.0541,1.596
Orion-B,3.0559,1.5985
Orion-B,3.0578,1.6717
Orion-B,3.0597,1.6818
Orion-B,3.0616,1.7071
Orion-B,3.0635,1.697
Orion-B,3.0653,1.702
Orion-B,3.0672,1.7096
Orion-B,3.0691,1.7172
Orion-B,3.071,1.6111
Orion-B,3.0729,1.7525
Orion-B,3.0747,1.6288
Orion-B,3.0766,1.7525
Orion-B,3.0785,1.7702
Orion-B,3.0804,1.7576
Orion-B,3.0823,1.7626
Orion-B,3.0841,1.7727
Orion-B,3.086,1.7828
Orion-B,3.0879,1.7803
Orion-B,3.0898,1.7753
Orion-B,3.0935,1.7626
Orion-B,3.0954,1.7778
Orion-B,3.0973,1.7828
Orion-B,3.0992,1.8005
Orion-B,3.1011,1.7955
Orion-B,3.1029,1.7929
Orion-B,3.1048,1.8005
Orion-B,3.1086,1.8308
Orion-B,3.1105,1.8359
Orion-B,3.1123,1.8434
Orion-B,3.1142,1.8434
Orion-B,3.1161,1.8258
Orion-B,3.118,1.8106
Orion-B,3.1199,1.803
Orion-B,3.1217,1.8232
Orion-B,3.1236,1.8131
Orion-B,3.1274,1.8333
Orion-B,3.1293,1.8283
Orion-B,3.1311,1.8586
Orion-B,3.133,1.8586
Orion-B,3.1368,1.8737
Orion-B,3.1387,1.8788
Orion-B,3.1405,1.8889
Orion-B,3.1424,1.8914
Orion-B,3.1443,1.904
Orion-B,3.1462,1.9141
Orion-B,3.1481,1.9091
Orion-B,3.1499,1.9141
Orion-B,3.1518,1.9141
Orion-B,3.1537,1.9268
Orion-B,3.1556,1.9091
Orion-B,3.1575,1.9217
Orion-B,3.1593,1.9167
Orion-B,3.1781,1.952
Orion-B,3.18,1.9571
Orion-B,3.1819,1.9697
Orion-B,3.1838,1.9747
Orion-B,3.1857,1.9798
Aquila-North,2.0914,-0.053
Aquila-North,2.0933,-0.053
Aquila-North,2.0952,-0.0404
Aquila-North,2.0971,-0.0404
Aquila-North,2.0989,-0.0354
Aquila-North,2.1008,-0.0303
Aquila-North,2.1027,-0.0227
Aquila-North,2.1046,-0.0177
Aquila-North,2.1065,-0.0126
Aquila-North,2.1083,-0.0076
Aquila-North,2.1102,-0.0076
Aquila-North,2.1121,0.0
Aquila-North,2.114,0.0051
Aquila-North,2.1159,0.0126
Aquila-North,2.1177,0.0152
Aquila-North,2.1196,0.0227
Aquila-North,2.1271,0.0707
Aquila-North,2.129,0.0758
Aquila-North,2.1309,0.0808
Aquila-North,2.1328,0.0833
Aquila-North,2.1347,0.0909
Aquila-North,2.1365,0.0985
Aquila-North,2.1384,0.1061
Aquila-North,2.1403,0.1035
Aquila-North,2.1422,0.1086
Aquila-North,2.1441,0.1136
Aquila-North,2.1459,0.1263
Aquila-North,2.1478,0.1263
Aquila-North,2.1497,0.1263
Aquila-North,2.1516,0.1313
Aquila-North,2.1535,0.1439
Aquila-North,2.1553,0.1566
Aquila-North,2.1572,0.1616
Aquila-North,2.1591,0.1667
Aquila-North,2.161,0.1667
Aquila-North,2.1629,0.1667
Aquila-North,2.1647,0.1717
Aquila-North,2.1666,0.1768
Aquila-North,2.1685,0.1818
Aquila-North,2.1704,0.1919
Aquila-North,2.1723,0.1919
Aquila-North,2.1741,0.1995
Aquila-North,2.176,0.2172
Aquila-North,2.1779,0.2222
Aquila-North,2.1798,0.2222
Aquila-North,2.1835,0.2222
Aquila-North,2.1854,0.2273
Aquila-North,2.1986,0.2828
Aquila-North,2.2005,0.2778
Aquila-North,2.2024,0.2879
Aquila-North,2.2042,0.2828
Aquila-North,2.208,0.303
Aquila-North,2.2099,0.3081
Aquila-North,2.2118,0.3131
Aquila-North,2.2136,0.3131
Aquila-North,2.2155,0.3207
Aquila-North,2.2174,0.3232
Aquila-North,2.2193,0.3283
Aquila-North,2.2212,0.3333
Aquila-North,2.223,0.3359
Aquila-North,2.2249,0.3434
Aquila-North,2.2287,0.351
Aquila-North,2.2306,0.3586
Aquila-North,2.2343,0.3662
Aquila-North,2.2381,0.3737
Aquila-North,2.24,0.3788
Aquila-North,2.2437,0.3889
Aquila-North,2.2456,0.3939
Aquila-North,2.2512,0.4091
Aquila-North,2.255,0.4192
Aquila-North,2.2794,0.5
Aquila-North,2.2832,0.5101
Aquila-North,2.287,0.5202
Aquila-North,2.2926,0.5303
Aquila-North,2.2964,0.5404
Aquila-North,2.2982,0.5455
Aquila-North,2.3001,0.5505
Aquila-North,2.302,0.5556
Aquila-North,2.3058,0.5606
Aquila-North,2.3095,0.5707
Aquila-North,2.3114,0.5758
Aquila-North,2.3133,0.5808
Aquila-North,2.3152,0.5859
Aquila-North,2.3189,0.596
Aquila-North,2.349,0.6667
Aquila-North,2.3509,0.6717
Aquila-North,2.3528,0.6768
Aquila-North,2.3565,0.6843
Aquila-North,2.3584,0.6869
Aquila-North,2.3603,0.6919
Aquila-North,2.3622,0.697
Aquila-North,2.364,0.702
Aquila-North,2.3659,0.7071
Aquila-North,2.3678,0.7096
Aquila-North,2.3697,0.7146
Aquila-North,2.3734,0.7222
Aquila-North,2.3753,0.7273
Aquila-North,2.3772,0.7323
Aquila-North,2.3791,0.7374
Aquila-North,2.381,0.7424
Aquila-North,2.3828,0.7449
Aquila-North,2.3847,0.7525
Aquila-North,2.3866,0.7525
Aquila-North,2.3885,0.7576
Aquila-North,2.3904,0.7626
Aquila-North,2.3922,0.7677
Aquila-North,2.3941,0.7727
Aquila-North,2.396,0.7753
Aquila-North,2.3998,0.7828
Aquila-North,2.4016,0.7879
Aquila-North,2.4035,0.7929
Aquila-North,2.4092,0.803
Aquila-North,2.411,0.8081
Aquila-North,2.4167,0.8182
Aquila-North,2.4204,0.8283
Aquila-North,2.4242,0.8333
Aquila-North,2.4261,0.8384
Aquila-North,2.428,0.8434
Aquila-North,2.4298,0.8434
Aquila-North,2.4317,0.8485
Aquila-North,2.4336,0.851
Aquila-North,2.4355,0.851
Aquila-North,2.4374,0.8561
Aquila-North,2.4392,0.8586
Aquila-North,2.4411,0.8662
Aquila-North,2.443,0.8687
Aquila-North,2.4449,0.8737
Aquila-North,2.4468,0.8788
Aquila-North,2.4486,0.8813
Aquila-North,2.4505,0.8889
Aquila-North,2.4524,0.8889
Aquila-North,2.4543,0.899
Aquila-North,2.4562,0.904
Aquila-North,2.458,0.9091
Aquila-North,2.4599,0.9192
Aquila-North,2.4618,0.9116
Aquila-North,2.4637,0.9217
Aquila-North,2.4656,0.9268
Aquila-North,2.4675,0.9293
Aquila-North,2.4693,0.9343
Aquila-North,2.4712,0.9444
Aquila-North,2.4731,0.9419
Aquila-North,2.475,0.9444
Aquila-North,2.4769,0.952
Aquila-North,2.4787,0.9571
Aquila-North,2.4806,0.9545
Aquila-North,2.4825,0.9621
Aquila-North,2.4844,0.9672
Aquila-North,2.4863,0.9722
Aquila-North,2.4881,0.9697
Aquila-North,2.49,0.9798
Aquila-North,2.4919,0.9798
Aquila-North,2.4938,0.9874
Aquila-North,2.4957,0.9924
Aquila-North,2.4975,0.9949
Aquila-North,2.4994,0.9949
Aquila-North,2.5013,1.0025
Aquila-North,2.5032,1.0076
Aquila-North,2.5051,1.0152
Aquila-North,2.5069,1.0101
Aquila-North,2.5088,1.0177
Aquila-North,2.5107,1.0227
Aquila-North,2.5126,1.0303
Aquila-North,2.5145,1.0328
Aquila-North,2.5163,1.0328
Aquila-North,2.5182,1.0354
Aquila-North,2.5201,1.0429
Aquila-North,2.522,1.048
Aquila-North,2.5239,1.0556
Aquila-North,2.5257,1.053
Aquila-North,2.5276,1.0606
Aquila-North,2.5295,1.0606
Aquila-North,2.5314,1.0631
Aquila-North,2.5333,1.0657
Aquila-North,2.5351,1.0657
Aquila-North,2.537,1.0758
Aquila-North,2.5389,1.0707
Aquila-North,2.5408,1.0783
Aquila-North,2.5427,1.0758
Aquila-North,2.5445,1.0859
Aquila-North,2.5464,1.0884
Aquila-North,2.5483,1.096
Aquila-North,2.5502,1.101
Aquila-North,2.5521,1.0985
Aquila-North,2.5539,1.1061
Aquila-North,2.5558,1.1111
Aquila-North,2.5577,1.1086
Aquila-North,2.5596,1.1061
Aquila-North,2.5615,1.1111
Aquila-North,2.5633,1.1187
Aquila-North,2.5652,1.1263
Aquila-North,2.5671,1.1237
Aquila-North,2.569,1.1288
Aquila-North,2.5709,1.1313
Aquila-North,2.5727,1.1414
Aquila-North,2.5746,1.1389
Aquila-North,2.5765,1.1364
Aquila-North,2.5784,1.1465
Aquila-North,2.5803,1.1515
Aquila-North,2.5821,1.154
Aquila-North,2.584,1.1591
Aquila-North,2.5859,1.1616
Aquila-North,2.5878,1.1616
Aquila-North,2.5897,1.1692
Aquila-North,2.5915,1.1742
Aquila-North,2.5934,1.1818
Aquila-North,2.5953,1.1843
Aquila-North,2.5972,1.1843
Aquila-North,2.5991,1.1894
Aquila-North,2.6009,1.1944
Aquila-North,2.6028,1.1995
Aquila-North,2.6047,1.2071
Aquila-North,2.6066,1.202
Aquila-North,2.6085,1.2096
Aquila-North,2.6103,1.2146
Aquila-North,2.6122,1.2172
Aquila-North,2.6141,1.2172
Aquila-North,2.616,1.2273
Aquila-North,2.6179,1.2273
Aquila-North,2.6197,1.2222
Aquila-North,2.6216,1.2374
Aquila-North,2.6235,1.2323
Aquila-North,2.6254,1.2323
Aquila-North,2.6273,1.2323
Aquila-North,2.6291,1.2374
Aquila-North,2.631,1.2424
Aquila-North,2.6329,1.2475
Aquila-North,2.6348,1.2525
Aquila-North,2.6367,1.2576
Aquila-North,2.6385,1.2626
Aquila-North,2.6404,1.2626
Aquila-North,2.6423,1.2626
Aquila-North,2.6498,1.2828
Aquila-North,2.6517,1.2879
Aquila-North,2.6536,1.2879
Aquila-North,2.6555,1.2929
Aquila-North,2.6573,1.298
Aquila-North,2.6592,1.303
Aquila-North,2.663,1.3081
Aquila-North,2.6649,1.3131
Aquila-North,2.6667,1.3182
Aquila-North,2.6686,1.3232
Aquila-North,2.6705,1.3232
Aquila-North,2.6724,1.3283
Aquila-North,2.6743,1.3258
Aquila-North,2.6761,1.3232
Aquila-North,2.678,1.3308
Aquila-North,2.6799,1.3308
Aquila-North,2.6818,1.3434
Aquila-North,2.6837,1.3485
Aquila-North,2.6855,1.351
Aquila-North,2.6874,1.3535
Aquila-North,2.6893,1.3586
Aquila-North,2.6968,1.3535
Aquila-North,2.6987,1.3586
Aquila-North,2.7006,1.3636
Aquila-North,2.7025,1.3687
Aquila-North,2.7043,1.3687
Aquila-North,2.7062,1.3788
Aquila-North,2.7081,1.3838
Aquila-North,2.71,1.3889
Aquila-North,2.7119,1.3838
Aquila-North,2.7137,1.3914
Aquila-North,2.7156,1.3939
Aquila-North,2.7175,1.399
Aquila-North,2.7194,1.399
Aquila-North,2.7213,1.404
Aquila-North,2.7231,1.404
Aquila-North,2.725,1.4091
Aquila-North,2.7288,1.4141
Aquila-North,2.7325,1.4242
Aquila-North,2.7344,1.4343
Aquila-North,2.7363,1.4318
Aquila-North,2.7382,1.4343
Aquila-North,2.7401,1.4343
Aquila-North,2.742,1.4394
Aquila-North,2.7438,1.4394
Aquila-North,2.7457,1.4495
Aquila-North,2.7476,1.4444
Aquila-North,2.7495,1.452
Aquila-North,2.7514,1.4545
Aquila-North,2.7532,1.4621
Aquila-North,2.7551,1.4672
Aquila-North,2.757,1.4672
Aquila-North,2.7589,1.4697
Aquila-North,2.7608,1.4773
Aquila-North,2.7626,1.4798
Aquila-North,2.7645,1.4823
Aquila-North,2.7664,1.4848
Aquila-North,2.7683,1.4848
Aquila-North,2.7702,1.4949
Aquila-North,2.772,1.4949
Aquila-North,2.7739,1.4899
Aquila-North,2.7758,1.5
Aquila-North,2.7777,1.4949
Aquila-North,2.7796,1.5
Aquila-North,2.7814,1.5101
Aquila-North,2.7833,1.5101
Aquila-North,2.7852,1.5152
